Time,J0,J1,J2,J3,J4
7.152557373046875e-07,0.0,0.0,0.0,0.0,0.0
0.03036212921142578,0.0,0.0,0.0,0.0,0.0
0.030413389205932617,0.0,0.0,0.0,0.0,0.0
0.03043341636657715,0.0,0.0,0.0,0.0,0.0
0.030450105667114258,0.0,0.0,0.0,0.0,0.0
0.03046560287475586,0.0,0.0,0.0,0.0,0.0
0.030480384826660156,0.0,0.0,0.0,0.0,0.0
0.030495166778564453,0.0,0.0,0.0,0.0,0.0
0.030509471893310547,0.0,0.0,0.0,0.0,0.0
0.0330958366394043,0.0,0.0,0.0,0.0,0.0
0.033128976821899414,0.0,0.0,0.0,0.0,0.0
0.03314828872680664,0.0,0.0,0.0,0.0,0.0
0.033164024353027344,0.0,0.0,0.0,0.0,0.0
0.03317975997924805,0.0,0.0,0.0,0.0,0.0
0.033194541931152344,0.0,0.0,0.0,0.0,0.0
0.03320884704589844,0.0,0.0,0.0,0.0,0.0
0.03322315216064453,0.0,0.0,0.0,0.0,0.0
0.033240556716918945,0.0,0.0,0.0,0.0,0.0
0.05096769332885742,0.0,0.0,0.0,0.0,0.0
0.051019906997680664,0.0,0.0,0.0,0.0,0.0
0.05103921890258789,0.0,0.0,0.0,0.0,0.0
0.0510556697845459,0.0,0.0,0.0,0.0,0.0
0.0510709285736084,0.0,0.0,0.0,0.0,0.0
0.05108523368835449,0.0,0.0,0.0,0.0,0.0
0.05109977722167969,0.0,0.0,0.0,0.0,0.0
0.05111408233642578,0.0,0.0,0.0,0.0,0.0
0.0671083927154541,0.0,0.0,0.0,0.0,0.0
0.06727933883666992,0.0,0.0,0.0,0.0,0.0
0.06737279891967773,0.0,0.0,0.0,0.0,0.0
0.06745076179504395,0.0,0.0,0.0,0.0,0.0
0.06752490997314453,0.0,0.0,0.0,0.0,0.0
0.0675966739654541,0.0,0.0,0.0,0.0,0.0
0.06766724586486816,0.0,0.0,0.0,0.0,0.0
0.06773757934570312,0.0,0.0,0.0,0.0,0.0
0.08412384986877441,0.0,0.0,0.0,0.0,0.0
0.08430147171020508,0.0,0.0,0.0,0.0,0.0
0.0843961238861084,0.0,0.0,0.0,0.0,0.0
0.08447623252868652,0.0,0.0,0.0,0.0,0.0
0.08455014228820801,0.0,0.0,0.0,0.0,0.0
0.08462285995483398,0.0,0.0,0.0,0.0,0.0
0.08469390869140625,0.0,0.0,0.0,0.0,0.0
0.08476543426513672,0.0,0.0,0.0,0.0,0.0
0.10089492797851562,0.0,0.0,0.0,0.0,0.0
0.10108232498168945,0.0,0.0,0.0,0.0,0.0
0.10117673873901367,0.0,0.0,0.0,0.0,0.0
0.1012566089630127,0.0,0.0,0.0,0.0,0.0
0.10133123397827148,0.0,0.0,0.0,0.0,0.0
0.10140395164489746,0.0,0.0,0.0,0.0,0.0
0.10147619247436523,0.0,0.0,0.0,0.0,0.0
0.1015472412109375,0.0,0.0,0.0,0.0,0.0
0.10161900520324707,0.0,0.0,0.0,0.0,0.0
0.11745476722717285,0.0,0.0,0.0,0.0,0.0
0.11762452125549316,0.0,0.0,0.0,0.0,0.0
0.11775898933410645,0.0,0.0,0.0,0.0,0.0
0.1178443431854248,0.0,0.0,0.0,0.0,0.0
0.11792302131652832,0.0,0.0,0.0,0.0,0.0
0.11799883842468262,0.0,0.0,0.0,0.0,0.0
0.1180729866027832,0.0,0.0,0.0,0.0,0.0
0.11825442314147949,0.0,0.0,0.0,0.0,0.0
0.1340320110321045,0.0,0.0,0.0,0.0,0.0
0.1342027187347412,0.0,0.0,0.0,0.0,0.0
0.13440608978271484,0.0,0.0,0.0,0.0,0.0
0.13454961776733398,0.0,0.0,0.0,0.0,0.0
0.13463664054870605,0.0,0.0,0.0,0.0,0.0
0.13471269607543945,0.0,0.0,0.0,0.0,0.0
0.13478612899780273,0.0,0.0,0.0,0.0,0.0
0.13485932350158691,0.0,0.0,0.0,0.0,0.0
0.1506946086883545,0.0,0.0,0.0,0.0,0.0
0.15087032318115234,0.0,0.0,0.0,0.0,0.0
0.15096545219421387,0.0,0.0,0.0,0.0,0.0
0.1510453224182129,0.0,0.0,0.0,0.0,0.0
0.15111970901489258,0.0,0.0,0.0,0.0,0.0
0.15119171142578125,0.0,0.0,0.0,0.0,0.0
0.15126347541809082,0.0,0.0,0.0,0.0,0.0
0.1513350009918213,0.0,0.0,0.0,0.0,0.0
0.16706037521362305,0.0,0.0,0.0,0.0,0.0
0.16723966598510742,0.0,0.0,0.0,0.0,0.0
0.16733646392822266,0.0,0.0,0.0,0.0,0.0
0.16741633415222168,0.0,0.0,0.0,0.0,0.0
0.16749119758605957,0.0,0.0,0.0,0.0,0.0
0.16756391525268555,0.0,0.0,0.0,0.0,0.0
0.16763615608215332,0.0,0.0,0.0,0.0,0.0
0.1677091121673584,0.0,0.0,0.0,0.0,0.0
0.18375492095947266,0.0,0.0,0.0,0.0,0.0
0.18393445014953613,0.0,0.0,0.0,0.0,0.0
0.18403077125549316,0.0,0.0,0.0,0.0,0.0
0.1841108798980713,0.0,0.0,0.0,0.0,0.0
0.18418622016906738,0.0,0.0,0.0,0.0,0.0
0.18425941467285156,0.0,0.0,0.0,0.0,0.0
0.18433165550231934,0.0,0.0,0.0,0.0,0.0
0.1844029426574707,0.0,0.0,0.0,0.0,0.0
0.2006373405456543,0.0,0.0,0.0,0.0,0.0
0.20081615447998047,0.0,0.0,0.0,0.0,0.0
0.2009134292602539,0.0,0.0,0.0,0.0,0.0
0.20099520683288574,0.0,0.0,0.0,0.0,0.0
0.20107197761535645,0.0,0.0,0.0,0.0,0.0
0.20114660263061523,0.0,0.0,0.0,0.0,0.0
0.20122027397155762,0.0,0.0,0.0,0.0,0.0
0.2012932300567627,0.0,0.0,0.0,0.0,0.0
0.217179536819458,0.0,0.0,0.0,0.0,0.0
0.21735286712646484,0.0,0.0,0.0,0.0,0.0
0.21744775772094727,0.0,0.0,0.0,0.0,0.0
0.21752691268920898,0.0,0.0,0.0,0.0,0.0
0.21760034561157227,0.0,0.0,0.0,0.0,0.0
0.21770739555358887,0.0,0.0,0.0,0.0,0.0
0.21778416633605957,0.0,0.0,0.0,0.0,0.0
