Time,P_J0,P_J1,P_J2,P_J3,P_J4
0.21543383598327637,0.10500000000000008,0.10500000000000008,0.10500000000000008,0.10500000000000008,0.10500000000000008
0.23259687423706055,0.10600000000000008,0.10600000000000008,0.10600000000000008,0.10600000000000008,0.10600000000000008
0.23284387588500977,0.10700000000000008,0.10700000000000008,0.10700000000000008,0.10700000000000008,0.10700000000000008
0.2329859733581543,0.10800000000000008,0.10800000000000008,0.10800000000000008,0.10800000000000008,0.10800000000000008
0.23308682441711426,0.10900000000000008,0.10900000000000008,0.10900000000000008,0.10900000000000008,0.10900000000000008
0.23320794105529785,0.11000000000000008,0.11000000000000008,0.11000000000000008,0.11000000000000008,0.11000000000000008
0.23335790634155273,0.11100000000000008,0.11100000000000008,0.11100000000000008,0.11100000000000008,0.11100000000000008
0.23349618911743164,0.11200000000000009,0.11200000000000009,0.11200000000000009,0.11200000000000009,0.11200000000000009
0.2336578369140625,0.11300000000000009,0.11300000000000009,0.11300000000000009,0.11300000000000009,0.11300000000000009
0.24947905540466309,0.11400000000000009,0.11400000000000009,0.11400000000000009,0.11400000000000009,0.11400000000000009
0.24975371360778809,0.11500000000000009,0.11500000000000009,0.11500000000000009,0.11500000000000009,0.11500000000000009
0.24989104270935059,0.11600000000000009,0.11600000000000009,0.11600000000000009,0.11600000000000009,0.11600000000000009
0.24999213218688965,0.11700000000000009,0.11700000000000009,0.11700000000000009,0.11700000000000009,0.11700000000000009
0.250108003616333,0.11800000000000009,0.11800000000000009,0.11800000000000009,0.11800000000000009,0.11800000000000009
0.25025510787963867,0.11900000000000009,0.11900000000000009,0.11900000000000009,0.11900000000000009,0.11900000000000009
0.2503933906555176,0.12000000000000009,0.12000000000000009,0.12000000000000009,0.12000000000000009,0.12000000000000009
0.25054097175598145,0.1210000000000001,0.1210000000000001,0.1210000000000001,0.1210000000000001,0.1210000000000001
0.2506866455078125,0.1220000000000001,0.1220000000000001,0.1220000000000001,0.1220000000000001,0.1220000000000001
0.2659585475921631,0.1230000000000001,0.1230000000000001,0.1230000000000001,0.1230000000000001,0.1230000000000001
0.26621389389038086,0.1240000000000001,0.1240000000000001,0.1240000000000001,0.1240000000000001,0.1240000000000001
0.2663753032684326,0.12500000000000008,0.12500000000000008,0.12500000000000008,0.12500000000000008,0.12500000000000008
0.26648831367492676,0.12600000000000008,0.12600000000000008,0.12600000000000008,0.12600000000000008,0.12600000000000008
0.26657819747924805,0.12700000000000009,0.12700000000000009,0.12700000000000009,0.12700000000000009,0.12700000000000009
0.2667098045349121,0.12800000000000009,0.12800000000000009,0.12800000000000009,0.12800000000000009,0.12800000000000009
0.26685333251953125,0.1290000000000001,0.1290000000000001,0.1290000000000001,0.1290000000000001,0.1290000000000001
0.26698851585388184,0.1300000000000001,0.1300000000000001,0.1300000000000001,0.1300000000000001,0.1300000000000001
0.2822442054748535,0.1310000000000001,0.1310000000000001,0.1310000000000001,0.1310000000000001,0.1310000000000001
0.28238868713378906,0.1320000000000001,0.1320000000000001,0.1320000000000001,0.1320000000000001,0.1320000000000001
0.2824676036834717,0.1330000000000001,0.1330000000000001,0.1330000000000001,0.1330000000000001,0.1330000000000001
0.28254008293151855,0.1340000000000001,0.1340000000000001,0.1340000000000001,0.1340000000000001,0.1340000000000001
0.2826101779937744,0.1350000000000001,0.1350000000000001,0.1350000000000001,0.1350000000000001,0.1350000000000001
0.28267812728881836,0.1360000000000001,0.1360000000000001,0.1360000000000001,0.1360000000000001,0.1360000000000001
0.2827463150024414,0.1370000000000001,0.1370000000000001,0.1370000000000001,0.1370000000000001,0.1370000000000001
0.28281474113464355,0.1380000000000001,0.1380000000000001,0.1380000000000001,0.1380000000000001,0.1380000000000001
0.2988550662994385,0.1390000000000001,0.1390000000000001,0.1390000000000001,0.1390000000000001,0.1390000000000001
0.2989389896392822,0.1400000000000001,0.1400000000000001,0.1400000000000001,0.1400000000000001,0.1400000000000001
0.2990279197692871,0.1410000000000001,0.1410000000000001,0.1410000000000001,0.1410000000000001,0.1410000000000001
0.2990717887878418,0.1420000000000001,0.1420000000000001,0.1420000000000001,0.1420000000000001,0.1420000000000001
0.29910707473754883,0.1430000000000001,0.1430000000000001,0.1430000000000001,0.1430000000000001,0.1430000000000001
0.29914021492004395,0.1440000000000001,0.1440000000000001,0.1440000000000001,0.1440000000000001,0.1440000000000001
0.29917335510253906,0.1450000000000001,0.1450000000000001,0.1450000000000001,0.1450000000000001,0.1450000000000001
0.2992064952850342,0.1460000000000001,0.1460000000000001,0.1460000000000001,0.1460000000000001,0.1460000000000001
0.3153533935546875,0.1470000000000001,0.1470000000000001,0.1470000000000001,0.1470000000000001,0.1470000000000001
0.3154306411743164,0.1480000000000001,0.1480000000000001,0.1480000000000001,0.1480000000000001,0.1480000000000001
0.3154635429382324,0.1490000000000001,0.1490000000000001,0.1490000000000001,0.1490000000000001,0.1490000000000001
0.3154916763305664,0.1500000000000001,0.1500000000000001,0.1500000000000001,0.1500000000000001,0.1500000000000001
0.3155190944671631,0.1510000000000001,0.1510000000000001,0.1510000000000001,0.1510000000000001,0.1510000000000001
0.31554579734802246,0.1520000000000001,0.1520000000000001,0.1520000000000001,0.1520000000000001,0.1520000000000001
0.31557250022888184,0.1530000000000001,0.1530000000000001,0.1530000000000001,0.1530000000000001,0.1530000000000001
0.3155984878540039,0.1540000000000001,0.1540000000000001,0.1540000000000001,0.1540000000000001,0.1540000000000001
0.3156254291534424,0.1550000000000001,0.1550000000000001,0.1550000000000001,0.1550000000000001,0.1550000000000001
0.33110594749450684,0.1560000000000001,0.1560000000000001,0.1560000000000001,0.1560000000000001,0.1560000000000001
0.3311588764190674,0.1570000000000001,0.1570000000000001,0.1570000000000001,0.1570000000000001,0.1570000000000001
0.3311936855316162,0.1580000000000001,0.1580000000000001,0.1580000000000001,0.1580000000000001,0.1580000000000001
0.33122682571411133,0.1590000000000001,0.1590000000000001,0.1590000000000001,0.1590000000000001,0.1590000000000001
0.33124375343322754,0.16000000000000011,0.16000000000000011,0.16000000000000011,0.16000000000000011,0.16000000000000011
0.33126044273376465,0.16100000000000012,0.16100000000000012,0.16100000000000012,0.16100000000000012,0.16100000000000012
0.33128976821899414,0.16200000000000012,0.16200000000000012,0.16200000000000012,0.16200000000000012,0.16200000000000012
0.33130526542663574,0.16300000000000012,0.16300000000000012,0.16300000000000012,0.16300000000000012,0.16300000000000012
0.34715843200683594,0.16400000000000012,0.16400000000000012,0.16400000000000012,0.16400000000000012,0.16400000000000012
0.3471956253051758,0.16500000000000012,0.16500000000000012,0.16500000000000012,0.16500000000000012,0.16500000000000012
0.3472158908843994,0.16600000000000012,0.16600000000000012,0.16600000000000012,0.16600000000000012,0.16600000000000012
0.34723329544067383,0.16700000000000012,0.16700000000000012,0.16700000000000012,0.16700000000000012,0.16700000000000012
0.34724974632263184,0.16800000000000012,0.16800000000000012,0.16800000000000012,0.16800000000000012,0.16800000000000012
0.34726572036743164,0.16900000000000012,0.16900000000000012,0.16900000000000012,0.16900000000000012,0.16900000000000012
0.34728169441223145,0.17000000000000012,0.17000000000000012,0.17000000000000012,0.17000000000000012,0.17000000000000012
0.34729719161987305,0.17100000000000012,0.17100000000000012,0.17100000000000012,0.17100000000000012,0.17100000000000012
0.3638916015625,0.17200000000000013,0.17200000000000013,0.17200000000000013,0.17200000000000013,0.17200000000000013
0.3639397621154785,0.17300000000000013,0.17300000000000013,0.17300000000000013,0.17300000000000013,0.17300000000000013
0.36396026611328125,0.17400000000000013,0.17400000000000013,0.17400000000000013,0.17400000000000013,0.17400000000000013
0.36399364471435547,0.17500000000000013,0.17500000000000013,0.17500000000000013,0.17500000000000013,0.17500000000000013
0.3640100955963135,0.17600000000000013,0.17600000000000013,0.17600000000000013,0.17600000000000013,0.17600000000000013
0.36403965950012207,0.17700000000000013,0.17700000000000013,0.17700000000000013,0.17700000000000013,0.17700000000000013
0.3640720844268799,0.17800000000000013,0.17800000000000013,0.17800000000000013,0.17800000000000013,0.17800000000000013
0.3640882968902588,0.17900000000000013,0.17900000000000013,0.17900000000000013,0.17900000000000013,0.17900000000000013
0.3806030750274658,0.18000000000000013,0.18000000000000013,0.18000000000000013,0.18000000000000013,0.18000000000000013
0.38067626953125,0.18100000000000013,0.18100000000000013,0.18100000000000013,0.18100000000000013,0.18100000000000013
0.3807027339935303,0.18200000000000013,0.18200000000000013,0.18200000000000013,0.18200000000000013,0.18200000000000013
0.3807215690612793,0.18300000000000013,0.18300000000000013,0.18300000000000013,0.18300000000000013,0.18300000000000013
0.3807384967803955,0.18400000000000014,0.18400000000000014,0.18400000000000014,0.18400000000000014,0.18400000000000014
0.3807547092437744,0.18500000000000014,0.18500000000000014,0.18500000000000014,0.18500000000000014,0.18500000000000014
0.3807706832885742,0.18600000000000014,0.18600000000000014,0.18600000000000014,0.18600000000000014,0.18600000000000014
0.380786657333374,0.18700000000000014,0.18700000000000014,0.18700000000000014,0.18700000000000014,0.18700000000000014
0.3973424434661865,0.18800000000000014,0.18800000000000014,0.18800000000000014,0.18800000000000014,0.18800000000000014
0.397413969039917,0.18900000000000014,0.18900000000000014,0.18900000000000014,0.18900000000000014,0.18900000000000014
0.39743566513061523,0.19000000000000014,0.19000000000000014,0.19000000000000014,0.19000000000000014,0.19000000000000014
0.39745402336120605,0.19100000000000014,0.19100000000000014,0.19100000000000014,0.19100000000000014,0.19100000000000014
0.39747095108032227,0.19200000000000014,0.19200000000000014,0.19200000000000014,0.19200000000000014,0.19200000000000014
0.3974874019622803,0.19300000000000014,0.19300000000000014,0.19300000000000014,0.19300000000000014,0.19300000000000014
0.3975036144256592,0.19400000000000014,0.19400000000000014,0.19400000000000014,0.19400000000000014,0.19400000000000014
0.3975200653076172,0.19500000000000015,0.19500000000000015,0.19500000000000015,0.19500000000000015,0.19500000000000015
0.41405677795410156,0.19600000000000015,0.19600000000000015,0.19600000000000015,0.19600000000000015,0.19600000000000015
0.41413283348083496,0.19700000000000015,0.19700000000000015,0.19700000000000015,0.19700000000000015,0.19700000000000015
0.41416358947753906,0.19800000000000015,0.19800000000000015,0.19800000000000015,0.19800000000000015,0.19800000000000015
0.41418933868408203,0.19900000000000015,0.19900000000000015,0.19900000000000015,0.19900000000000015,0.19900000000000015
0.4142143726348877,0.20000000000000015,0.20000000000000015,0.20000000000000015,0.20000000000000015,0.20000000000000015
0.41423892974853516,0.20100000000000015,0.20100000000000015,0.20100000000000015,0.20100000000000015,0.20100000000000015
0.414264440536499,0.20200000000000015,0.20200000000000015,0.20200000000000015,0.20200000000000015,0.20200000000000015
0.4142897129058838,0.20300000000000015,0.20300000000000015,0.20300000000000015,0.20300000000000015,0.20300000000000015
0.43067455291748047,0.20400000000000015,0.20400000000000015,0.20400000000000015,0.20400000000000015,0.20400000000000015
0.43075132369995117,0.20500000000000015,0.20500000000000015,0.20500000000000015,0.20500000000000015,0.20500000000000015
0.4307820796966553,0.20600000000000016,0.20600000000000016,0.20600000000000016,0.20600000000000016,0.20600000000000016
0.4308021068572998,0.20700000000000016,0.20700000000000016,0.20700000000000016,0.20700000000000016,0.20700000000000016
0.4308187961578369,0.20800000000000016,0.20800000000000016,0.20800000000000016,0.20800000000000016,0.20800000000000016
0.4308626651763916,0.20900000000000016,0.20900000000000016,0.20900000000000016,0.20900000000000016,0.20900000000000016
0.43088316917419434,0.21000000000000016,0.21000000000000016,0.21000000000000016,0.21000000000000016,0.21000000000000016
0.43089985847473145,0.21100000000000016,0.21100000000000016,0.21100000000000016,0.21100000000000016,0.21100000000000016
0.43091630935668945,0.21200000000000016,0.21200000000000016,0.21200000000000016,0.21200000000000016,0.21200000000000016
0.4473147392272949,0.21300000000000016,0.21300000000000016,0.21300000000000016,0.21300000000000016,0.21300000000000016
0.4473581314086914,0.21400000000000016,0.21400000000000016,0.21400000000000016,0.21400000000000016,0.21400000000000016
0.44737911224365234,0.21500000000000016,0.21500000000000016,0.21500000000000016,0.21500000000000016,0.21500000000000016
0.44739651679992676,0.21600000000000016,0.21600000000000016,0.21600000000000016,0.21600000000000016,0.21600000000000016
0.44741320610046387,0.21700000000000016,0.21700000000000016,0.21700000000000016,0.21700000000000016,0.21700000000000016
0.4474294185638428,0.21800000000000017,0.21800000000000017,0.21800000000000017,0.21800000000000017,0.21800000000000017
0.4474456310272217,0.21900000000000017,0.21900000000000017,0.21900000000000017,0.21900000000000017,0.21900000000000017
0.4474618434906006,0.22000000000000017,0.22000000000000017,0.22000000000000017,0.22000000000000017,0.22000000000000017
0.4640195369720459,0.22100000000000017,0.22100000000000017,0.22100000000000017,0.22100000000000017,0.22100000000000017
0.46407127380371094,0.22200000000000017,0.22200000000000017,0.22200000000000017,0.22200000000000017,0.22200000000000017
0.4640936851501465,0.22300000000000017,0.22300000000000017,0.22300000000000017,0.22300000000000017,0.22300000000000017
0.4641118049621582,0.22400000000000017,0.22400000000000017,0.22400000000000017,0.22400000000000017,0.22400000000000017
0.4641287326812744,0.22500000000000017,0.22500000000000017,0.22500000000000017,0.22500000000000017,0.22500000000000017
0.4641451835632324,0.22600000000000017,0.22600000000000017,0.22600000000000017,0.22600000000000017,0.22600000000000017
0.4641611576080322,0.22700000000000017,0.22700000000000017,0.22700000000000017,0.22700000000000017,0.22700000000000017
0.46417760848999023,0.22800000000000017,0.22800000000000017,0.22800000000000017,0.22800000000000017,0.22800000000000017
0.4806523323059082,0.22900000000000018,0.22900000000000018,0.22900000000000018,0.22900000000000018,0.22900000000000018
0.4807004928588867,0.23000000000000018,0.23000000000000018,0.23000000000000018,0.23000000000000018,0.23000000000000018
0.48072195053100586,0.23100000000000018,0.23100000000000018,0.23100000000000018,0.23100000000000018,0.23100000000000018
0.4807405471801758,0.23200000000000018,0.23200000000000018,0.23200000000000018,0.23200000000000018,0.23200000000000018
0.480757474899292,0.23300000000000018,0.23300000000000018,0.23300000000000018,0.23300000000000018,0.23300000000000018
0.4807734489440918,0.23400000000000018,0.23400000000000018,0.23400000000000018,0.23400000000000018,0.23400000000000018
0.4807894229888916,0.23500000000000018,0.23500000000000018,0.23500000000000018,0.23500000000000018,0.23500000000000018
0.4808058738708496,0.23600000000000018,0.23600000000000018,0.23600000000000018,0.23600000000000018,0.23600000000000018
0.49729347229003906,0.23700000000000018,0.23700000000000018,0.23700000000000018,0.23700000000000018,0.23700000000000018
0.49735140800476074,0.23800000000000018,0.23800000000000018,0.23800000000000018,0.23800000000000018,0.23800000000000018
0.4973759651184082,0.23900000000000018,0.23900000000000018,0.23900000000000018,0.23900000000000018,0.23900000000000018
0.497394323348999,0.24000000000000019,0.24000000000000019,0.24000000000000019,0.24000000000000019,0.24000000000000019
0.49741172790527344,0.2410000000000002,0.2410000000000002,0.2410000000000002,0.2410000000000002,0.2410000000000002
0.49742841720581055,0.2420000000000002,0.2420000000000002,0.2420000000000002,0.2420000000000002,0.2420000000000002
0.49744462966918945,0.2430000000000002,0.2430000000000002,0.2430000000000002,0.2430000000000002,0.2430000000000002
0.49746060371398926,0.2440000000000002,0.2440000000000002,0.2440000000000002,0.2440000000000002,0.2440000000000002
0.5140612125396729,0.2450000000000002,0.2450000000000002,0.2450000000000002,0.2450000000000002,0.2450000000000002
0.514113187789917,0.2460000000000002,0.2460000000000002,0.2460000000000002,0.2460000000000002,0.2460000000000002
0.5141370296478271,0.2470000000000002,0.2470000000000002,0.2470000000000002,0.2470000000000002,0.2470000000000002
0.5141644477844238,0.2480000000000002,0.2480000000000002,0.2480000000000002,0.2480000000000002,0.2480000000000002
0.514183521270752,0.2490000000000002,0.2490000000000002,0.2490000000000002,0.2490000000000002,0.2490000000000002
0.51419997215271,0.25000000000000017,0.25000000000000017,0.25000000000000017,0.25000000000000017,0.25000000000000017
0.514216423034668,0.25100000000000017,0.25100000000000017,0.25100000000000017,0.25100000000000017,0.25100000000000017
0.514232873916626,0.25200000000000017,0.25200000000000017,0.25200000000000017,0.25200000000000017,0.25200000000000017
0.5307252407073975,0.25300000000000017,0.25300000000000017,0.25300000000000017,0.25300000000000017,0.25300000000000017
0.5307793617248535,0.25400000000000017,0.25400000000000017,0.25400000000000017,0.25400000000000017,0.25400000000000017
0.5308053493499756,0.25500000000000017,0.25500000000000017,0.25500000000000017,0.25500000000000017,0.25500000000000017
0.5308248996734619,0.25600000000000017,0.25600000000000017,0.25600000000000017,0.25600000000000017,0.25600000000000017
0.5308434963226318,0.2570000000000002,0.2570000000000002,0.2570000000000002,0.2570000000000002,0.2570000000000002
0.5308611392974854,0.2580000000000002,0.2580000000000002,0.2580000000000002,0.2580000000000002,0.2580000000000002
0.5308783054351807,0.2590000000000002,0.2590000000000002,0.2590000000000002,0.2590000000000002,0.2590000000000002
0.5308952331542969,0.2600000000000002,0.2600000000000002,0.2600000000000002,0.2600000000000002,0.2600000000000002
0.5309123992919922,0.2610000000000002,0.2610000000000002,0.2610000000000002,0.2610000000000002,0.2610000000000002
0.5474956035614014,0.2620000000000002,0.2620000000000002,0.2620000000000002,0.2620000000000002,0.2620000000000002
